"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0063498",343.868523446746,-1.37073930290241,0.166220326983202,-8.24652031301161,1.6307342798096e-16,2.50185593668189e-14
"FBgn0030041",86.8708892913224,-2.84321905155453,0.344811943454788,-8.24570930770948,1.64183362984732e-16,2.50185593668189e-14
"FBgn0033095",1489.11574719082,0.764572417972555,0.093249026519795,8.19925361698281,2.41884131444991e-16,3.6200551886437e-14
"FBgn0030237",2009.22649026279,-0.943959096191355,0.115379667578789,-8.18132965712312,2.80728738379659e-16,4.12769746729811e-14
"FBgn0051195",924.938038372484,0.801209673150602,0.0980008205257097,8.17554045825985,2.94542578102646e-16,4.25614025358323e-14
"FBgn0035968",295.082687909235,1.10734468189349,0.137654581103745,8.04437217428253,8.66886920965471e-16,1.23142021773078e-13
"FBgn0261284",51.0138514919771,2.31082866953373,0.291668080654271,7.92280274327608,2.32215813635219e-15,3.24366789012796e-13
"FBgn0038198",62.2923420739071,2.39422293604553,0.303299624760554,7.89391987522471,2.92840211648069e-15,4.02343248167618e-13
"FBgn0036985",1932.74323423911,-1.3481424387845,0.171622655996931,-7.85527080299119,3.98909322401466e-15,5.39235327588175e-13
"FBgn0039479",175.681250169556,1.54943628613078,0.198114749558309,7.8209032370644,5.24456482917798e-15,6.97693616402233e-13
"FBgn0001137",494.04936828311,-1.25430213972342,0.161468910895719,-7.76807208747126,7.96897074081811e-15,1.0435616215437e-12
"FBgn0002527",37820.172516439,-0.747749696427828,0.0971597350145485,-7.69608620603856,1.40297176177775e-14,1.80897020545529e-12
"FBgn0034638",1663.9901073946,-0.91199028147376,0.118666152119086,-7.68534468496583,1.52585617073985e-14,1.93760614651071e-12
"FBgn0034438",74.5954977692353,1.90062575302927,0.247493821398029,7.6794876829374,1.59726071695782e-14,1.99800627892888e-12
"FBgn0001258",1520.18633836381,0.938455305354957,0.122513010269342,7.66004609054816,1.85866367471401e-14,2.29080297908501e-12
"FBgn0032598",315.324408370831,1.08716571657292,0.142044012327079,7.65372435460033,1.95240546568143e-14,2.37146524751827e-12
"FBgn0038528",152.60441974042,1.39548886184263,0.182632396523569,7.64097108949967,2.15589472008771e-14,2.58122194986502e-12
"FBgn0024984",120.72437320106,1.48298474872701,0.195117862220463,7.60045611329726,2.95088826794595e-14,3.48329501037395e-12
"FBgn0036684",908.251324622192,-0.879538639336018,0.115984835915081,-7.58322096502322,3.37080037927104e-14,3.87571633518187e-12
"FBgn0031912",1318.33225228138,-1.07455887197263,0.141705775397856,-7.58302806611567,3.37581783162244e-14,3.87571633518187e-12
"FBgn0050463",42.0945642373631,2.61816022850635,0.345780466156445,7.57174127737393,3.68254328557549e-14,4.17072909140651e-12
"FBgn0261560",1755.82448865697,-0.887176396531616,0.117393126171157,-7.55731127935147,4.11486413035999e-14,4.59822350353961e-12
"FBgn0034389",110.747440038619,-1.92157802750164,0.25637489966357,-7.49518782854036,6.62034896389115e-14,7.30067692978576e-12
"FBgn0002868",100.129906548607,-2.1316844758972,0.285440769201694,-7.46804488321335,8.13950834511977e-14,8.85937914811024e-12
"FBgn0086910",87.0684066671532,1.80744668699422,0.242940051123438,7.43988765391285,1.00770964153533e-13,1.08277109047533e-11
"FBgn0011260",211.129678246791,2.04874033063349,0.27751675178354,7.38240238640254,1.55458505076274e-13,1.64923763423323e-11
"FBgn0032004",961.575715718715,-1.18555528858868,0.160685255026344,-7.37812121214425,1.60538782211715e-13,1.68184441714548e-11
"FBgn0031322",396.807063925681,-1.4114919639955,0.192297553555951,-7.34014519630804,2.13362261034131e-13,2.20764087620624e-11
"FBgn0035765",556.565720032329,0.990245720373866,0.135366921394348,7.31527104386978,2.56862390207681e-13,2.62532157601289e-11
"FBgn0000406",265.504534086402,-2.03311982892339,0.27808021138086,-7.3112711574389,2.64626902319456e-13,2.67209405824019e-11
"FBgn0031150",795.375914895633,1.18134994674718,0.162687123990408,7.26148399314524,3.82866318035669e-13,3.82000310887731e-11
"FBgn0000567",261.174489927451,-1.22632935218755,0.169390246835889,-7.23966919639509,4.49780445429982e-13,4.43483519193963e-11
"FBgn0034885",160.525286659183,1.63347635929203,0.225897131571064,7.23106286446212,4.79228435016338e-13,4.6702482719441e-11
"FBgn0034405",2290.50272597449,0.656558324245529,0.090874773907284,7.22486886091612,5.01585627396983e-13,4.79256204709856e-11
"FBgn0027515",446.302307019417,0.900861688726964,0.124696614687391,7.22442779208869,5.03216155762645e-13,4.79256204709856e-11
"FBgn0033065",29.9482901809733,3.02215155428326,0.41864673112317,7.21885859749879,5.24257327913735e-13,4.93685468005057e-11
"FBgn0037646",39.6175652978946,-2.80717642442733,0.390597770150353,-7.18687263203463,6.62921979111395e-13,6.17327678548067e-11
"FBgn0023549",216.537978330365,-1.57163653259637,0.219925897084126,-7.14620948889521,8.92068887819161e-13,8.21585642726636e-11
"FBgn0051431",2283.6904179523,-0.732525218835667,0.102716856594578,-7.13149957194401,9.92812628043627e-13,9.04430721264526e-11
"FBgn0030037",713.790627094963,0.72779036028081,0.102700114676306,7.08655839942033,1.37488213165001e-12,1.23902012315685e-10
"FBgn0053307",1013.56661385984,-1.45247104143666,0.206878363991501,-7.02089388862497,2.20453238548723e-12,1.96555169391154e-10
"FBgn0039113",474.337771817952,0.948076629980427,0.135651899603078,6.98904057189417,2.76772382586699e-12,2.44171509311487e-10
"FBgn0003502",1202.90798386183,0.72952102347206,0.104478859086735,6.98247501790229,2.90024554132218e-12,2.53197477935637e-10
"FBgn0031327",756.387956217435,1.22592408277182,0.175615392447413,6.98073252968938,2.93644898614973e-12,2.53715246937329e-10
"FBgn0035344",77.3889343639722,-1.64705042543953,0.236075264075693,-6.97680221554866,3.01974350966673e-12,2.5824969749507e-10
"FBgn0003076",1498.64060819687,0.712552611239187,0.102692292327015,6.93871560457649,3.95680765156528e-12,3.34969746745137e-10
"FBgn0063492",587.735997687728,0.796246870211989,0.115999565738562,6.86422285413172,6.68541954042983e-12,5.60305011683424e-10
"FBgn0039640",72.0228298705173,-1.79871265670052,0.26223959100335,-6.85904309802537,6.93233245466839e-12,5.75246319827483e-10
"FBgn0038805",749.303254618502,0.753935183298848,0.110124763769479,6.84619115167447,7.58421250408899e-12,6.23169460752645e-10
"FBgn0033426",352.94615624212,-0.984239302081505,0.143872604341339,-6.84104737373344,7.86162506952017e-12,6.39692035996588e-10
"FBgn0000116",658.401186017792,1.29088453773643,0.189493242212664,6.81229854248679,9.60515135231932e-12,7.74045898882579e-10
"FBgn0033367",15324.9710040484,1.45493239226885,0.214018737090345,6.79815427400953,1.0596794875485e-11,8.45826074775621e-10
"FBgn0031703",90.8193992261229,-1.84571153634549,0.272091021495228,-6.78343418390913,1.17352268618793e-11,9.27857889900099e-10
"FBgn0051363",7162.51253555424,0.918439766466053,0.135894345373625,6.75848405568985,1.39442991412252e-11,1.09221655236083e-09
"FBgn0033775",46.8809721686594,1.93477442572077,0.28772442668156,6.72440101118732,1.76316234900155e-11,1.36824663397981e-09
"FBgn0038865",282.793771098766,-1.03730155332439,0.154873317451148,-6.69774219598282,2.11664245190358e-11,1.62748443939485e-09
"FBgn0052625",155.80098746963,1.60350988908146,0.239541920075328,6.69406794675941,2.17050555953591e-11,1.65372791767913e-09
"FBgn0033724",152.834926132809,1.42437263552898,0.214186518980524,6.6501507298809,2.92793014946859e-11,2.21071915159425e-09
"FBgn0035727",65.2390054012443,1.58891230341656,0.239752387323521,6.62730545107144,3.41869754727722e-11,2.55822358426164e-09
"FBgn0035147",19322.7013020077,-1.10382760915626,0.167263916713643,-6.59931700060583,4.13056260687115e-11,3.06356152284842e-09
"FBgn0029801",1492.25985369015,-0.809925141715351,0.123144083235704,-6.57705283464665,4.79864300962812e-11,3.52784447927134e-09
"FBgn0015568",210.367106107003,1.06673264075736,0.162474044720058,6.56555724082163,5.18386346715612e-11,3.77790954071613e-09
"FBgn0015371",376.588961599876,-0.994260540252162,0.151688323931386,-6.55462803255644,5.57807396636291e-11,4.0301584406972e-09
"FBgn0020248",35.6263967825634,2.12297184804257,0.324966001995459,6.53290447310312,6.45062907691197e-11,4.62074549517942e-09
"FBgn0052412",1088.27983061887,-0.663999975882874,0.101680431104021,-6.53026318509199,6.56542199622326e-11,4.6631187924023e-09
"FBgn0035761",584.244807854399,0.739402867120628,0.113399422687603,6.5203406648512,7.01478883952613e-11,4.94041556840911e-09
"FBgn0259715",804.639164765266,-1.78444073415105,0.274202286271734,-6.50775293821828,7.62832401218121e-11,5.32774862884089e-09
"FBgn0040388",1478.42971951078,-1.03432241660326,0.159164999194348,-6.49842881185392,8.1163184690481e-11,5.62172438752827e-09
"FBgn0031374",1994.669652299,-0.815815183149096,0.125920420080218,-6.47881560932993,9.24453932656868e-11,6.35069541770263e-09
"FBgn0004893",479.318660819901,-0.818673741352395,0.126670920189667,-6.46299671721479,1.02649520258793e-10,6.99435470966623e-09
"FBgn0029002",1587.74346320704,1.4377905090844,0.222607153846677,6.45886928716899,1.05488176324039e-10,7.1298097239659e-09
"FBgn0038351",97.3782746279397,-1.63275335778442,0.253864324330541,-6.4315983038976,1.26269076655721e-10,8.46608905161276e-09
"FBgn0053516",706.232847094332,-0.779550119871035,0.121311518533313,-6.42601897409244,1.30989059650812e-10,8.71285165820202e-09
"FBgn0039464",820.539132138972,1.12622120611775,0.175698328059503,6.40997110533878,1.45547218742861e-10,9.60497039593638e-09
"FBgn0037635",167.519023619718,-1.08186681435205,0.169185912791548,-6.39454430041704,1.61026860267506e-10,1.05434852804841e-08
"FBgn0030598",37.9502625019135,2.087459118946,0.327802276305244,6.36804339028504,1.91454762066714e-10,1.24386229525669e-08
"FBgn0261238",912.609583585389,0.780084606120329,0.122842513965712,6.35028200691226,2.14920569036467e-10,1.38557637622664e-08
"FBgn0027949",1448.18132534145,0.646223207879435,0.10182815659411,6.34621336076326,2.20679129743331e-10,1.41184105830447e-08
"FBgn0038476",1367.42794533148,0.675548014982734,0.106845029974482,6.32269011618111,2.57048466292439e-10,1.6320630272704e-08
"FBgn0032029",339.983186067732,-0.935842826089803,0.148948410072417,-6.28299976907983,3.3210155584892e-10,2.09273920268406e-08
"FBgn0004369",833.194614187225,-0.787164339663075,0.125519408652901,-6.27125596042139,3.5814729570208e-10,2.24002424274562e-08
"FBgn0036299",655.129970902825,0.939771530746119,0.149907316251305,6.26901711168441,3.633342058519e-10,2.25563257721835e-08
"FBgn0010591",1635.84479000748,-0.65914843689022,0.105574104427937,-6.24346699848299,4.27976641434926e-10,2.63740605284273e-08
"FBgn0030805",340.916155958115,1.07582893205392,0.172425945686574,6.23936802416904,4.39342244907372e-10,2.6876842004151e-08
"FBgn0020257",1080.01292506086,-0.679623832402109,0.109297517373772,-6.21810859690392,5.03183276890674e-10,3.05592684320343e-08
"FBgn0039593",42.4951299978344,1.93795466533813,0.312669282580208,6.1980973933408,5.71497751146673e-10,3.44584363479156e-08
"FBgn0028433",92.7233225298929,-1.34812694374433,0.219890494436646,-6.13090141617173,8.7382542528892e-10,5.23109349239031e-08
"FBgn0050069",1553.4879771985,-0.869401290976111,0.142270242002935,-6.11091454359215,9.90618035224845e-10,5.88820549873718e-08
"FBgn0037872",397.018915885105,-0.8342949580068,0.136851548569164,-6.09635014531936,1.08517581453274e-09,6.40482993070345e-08
"FBgn0034391",65.1274308024795,1.56093747472055,0.256383777309499,6.08828487941431,1.14126666554521e-09,6.68878036638768e-08
"FBgn0031689",274.174934431934,0.957292044410577,0.15819279128143,6.05142646928536,1.43568813837196e-09,8.35590436645511e-08
"FBgn0027091",1185.71774272117,-0.659336551046706,0.109211319672001,-6.03725468227031,1.56758212707631e-09,9.06062469450106e-08
"FBgn0052135",240.709567638936,1.30897303610474,0.216889019610295,6.03522040192122,1.58745868178376e-09,9.11266521371896e-08
"FBgn0032638",131.934790702139,-1.43576922719136,0.23823994603627,-6.02656796678747,1.67477900967215e-09,9.53684935760294e-08
"FBgn0039809",582.985659779221,-0.877292154788348,0.145592480860436,-6.02566938624609,1.68411132910779e-09,9.53684935760294e-08
"FBgn0035403",496.334336180591,-0.952989307060345,0.159020784752261,-5.9928600437044,2.06182288376056e-09,1.15974077777163e-07
"FBgn0051038",713.144504367655,-0.945041896179836,0.157786358877455,-5.98937641316512,2.10647127709337e-09,1.1769557182213e-07
"FBgn0039098",308.486710089103,-1.01982278057806,0.170906291381736,-5.96714592735609,2.41439465348513e-09,1.34006897952708e-07
"FBgn0031548",53.6644499065255,-1.9311636481468,0.325365950781177,-5.93535876606089,2.93203631271263e-09,1.60628930103859e-07
"FBgn0038341",427.755754389946,0.891853616848308,0.150261591728105,5.93533987355928,2.93237397755524e-09,1.60628930103859e-07
"FBgn0001124",1265.57373924389,0.68054388353611,0.114690179232697,5.93375900263739,2.9607633663825e-09,1.61130894634102e-07
"FBgn0003447",36.3051835360252,1.98177497294926,0.334109335396013,5.93151631216859,3.00149736583066e-09,1.62293867245334e-07
"FBgn0035266",383.49566591085,1.07529194057907,0.18201372475908,5.90775196761877,3.4680764493664e-09,1.86320184116281e-07
"FBgn0038381",158.231816828124,-1.12152275255715,0.190498818046445,-5.88729507121519,3.92567471971492e-09,2.09561017999559e-07
"FBgn0015541",1766.70690855694,0.5313422806181,0.0904298504761099,5.87573990027188,4.20958845233411e-09,2.23294688727925e-07
"FBgn0037683",1434.34603501237,-0.849948937825003,0.145019513942227,-5.86092805526576,4.60287382363484e-09,2.42620663621909e-07
"FBgn0030529",8880.9901100308,-0.563456545070996,0.0966674264209255,-5.82881499935148,5.58223455333801e-09,2.92404423697036e-07
"FBgn0039886",899.357407075733,-0.632607557539896,0.108582689636259,-5.82604427703043,5.67565637782064e-09,2.94111771108396e-07
"FBgn0031547",265.28710570863,-1.38829342941705,0.238302168622754,-5.82576917969552,5.68501454713759e-09,2.94111771108396e-07
"FBgn0031117",326.53172224423,1.02267248867506,0.175984752335501,5.81114258538382,6.20478865097221e-09,3.19032721986491e-07
"FBgn0028327",3772.35885318102,0.607474226798235,0.104965774122945,5.7873552772231,7.15032445929348e-09,3.65407739593528e-07
"FBgn0034718",496.04391902447,1.39069579939,0.2405235999663,5.78195154065901,7.38389803338127e-09,3.75057269198596e-07
"FBgn0028514",599.034466772647,-1.05116614253274,0.181972049325111,-5.77652527644357,7.62590508127016e-09,3.82887935122581e-07
"FBgn0037223",24.9877279331403,-2.62656241968574,0.454702040546824,-5.77644739954771,7.62943385818768e-09,3.82887935122581e-07
"FBgn0040398",4196.24573467864,-0.795958104536254,0.138093564066558,-5.76390442173409,8.21899717845624e-09,4.1002032948001e-07
"FBgn0036007",1262.75342170024,0.792562293602681,0.137541374567543,5.76235548099366,8.29480607015536e-09,4.11353666709894e-07
"FBgn0005640",1577.78272691822,0.667424703512079,0.115888878559401,5.75917820423105,8.45244311111319e-09,4.1670544537788e-07
"FBgn0033782",162.226101633926,-1.37141572359878,0.239011544604556,-5.73786394237895,9.5878088811074e-09,4.69914773289831e-07
"FBgn0030452",945.468611868112,-0.703600557767374,0.123037876560158,-5.71856876466294,1.07425042419187e-08,5.23447256113492e-07
"FBgn0035150",2606.0266644097,0.565072860539819,0.0988737907400182,5.71509250642204,1.09644361636886e-08,5.31173060623549e-07
"FBgn0037680",416.835457766725,0.770125270762935,0.13488123402093,5.7096546925381,1.13205621301008e-08,5.42165316866625e-07
"FBgn0038293",3300.84108227899,0.612569039855499,0.107286573863698,5.70965236184852,1.13207171520892e-08,5.42165316866625e-07
"FBgn0010223",65.4037505036009,-1.43796776132563,0.252798571551755,-5.68819575403035,1.28388601764746e-08,6.11377767835419e-07
"FBgn0052681",160.546278938595,-0.998832985341003,0.176880830166024,-5.64692615024183,1.63341952921727e-08,7.73428761263836e-07
"FBgn0003074",2163.31439471183,0.641611140394603,0.114292151363406,5.61378128542282,1.9795239526622e-08,9.32044395913592e-07
"FBgn0020240",2424.83365277552,0.638526639596514,0.113771943735536,5.61233832025209,1.9961068520265e-08,9.34601761275648e-07
"FBgn0004507",1829.86136156675,0.913795076355343,0.162962662550253,5.60738921452977,2.05401404698655e-08,9.56371762655238e-07
"FBgn0030349",1852.87119602566,-0.586661764294132,0.105187839634737,-5.57727743369677,2.44312063694005e-08,1.13125934023174e-06
"FBgn0004396",2423.4177628592,1.07865334278671,0.193595957054745,5.57167287580125,2.52304832317179e-08,1.16184988991774e-06
"FBgn0036896",643.738598176417,-0.860020198298661,0.154431995852486,-5.56892497277673,2.56315817036878e-08,1.1738704167137e-06
"FBgn0259224",251.947326325558,1.13432545537808,0.205165490474501,5.52883164100669,3.22370532449066e-08,1.46836273503023e-06
"FBgn0032036",7558.88143184574,-0.560335753835776,0.101406317859938,-5.52564934474506,3.28269197515198e-08,1.48714818614858e-06
"FBgn0031516",871.058919304674,0.726074833862661,0.13152653621331,5.52036763657421,3.38291138222557e-08,1.52431076851787e-06
"FBgn0261015",434.523396271828,-1.14314421643357,0.207652844660647,-5.50507371233818,3.6901383646823e-08,1.6538529216258e-06
"FBgn0035811",1035.71181752045,0.881791480078235,0.160595224121314,5.49077025735292,4.00184627481228e-08,1.78401455474477e-06
"FBgn0032635",610.76986238498,0.600916542378346,0.110029361837551,5.46141986414089,4.72341453656572e-08,2.09454694343689e-06
"FBgn0043364",1194.93765071583,-1.20974049328109,0.222019571807946,-5.44880112789136,5.07104764443123e-08,2.23686580568306e-06
"FBgn0037739",357.481889669468,0.763908749427127,0.140714109490849,5.42879994189075,5.67342354977085e-08,2.48947449060888e-06
"FBgn0052521",2732.81952577674,-0.928493287877095,0.171147808064534,-5.42509599379148,5.79234020090094e-08,2.52841683457035e-06
"FBgn0027597",419.240119438575,0.648549109010069,0.119882429425587,5.40987626057939,6.3068310887521e-08,2.73146031078433e-06
"FBgn0027348",172.975837264644,-1.18422117596218,0.218918046244755,-5.4094269352203,6.32267390874789e-08,2.73146031078433e-06
"FBgn0026376",1400.26593855806,-1.00613962942262,0.186128410315544,-5.40562092437639,6.45842602245146e-08,2.77579838431619e-06
"FBgn0033635",2490.12064966662,1.20545893606623,0.223738796230214,5.38779575280223,7.13270426197113e-08,3.04995889895817e-06
"FBgn0011274",777.052254191535,-0.756604401228489,0.140528683353401,-5.38398555493318,7.28543528997093e-08,3.09945346016479e-06
"FBgn0044047",273.945833422531,-0.896093518308703,0.166694429738323,-5.37566563991005,7.63002700917804e-08,3.22965941231925e-06
"FBgn0031258",107.568117135677,-1.32158664503131,0.246688522330458,-5.35730901683762,8.44705796044101e-08,3.55752727469629e-06
"FBgn0031805",3108.88743476967,-0.855539297168888,0.159806871234243,-5.35358267489542,8.62296089634375e-08,3.61345176361285e-06
"FBgn0013576",2533.6892945561,-0.484894366558172,0.0907750632113029,-5.34171334510065,9.20721705115728e-08,3.83908886098254e-06
"FBgn0027580",1310.05805995894,-0.844877551867883,0.158214077631707,-5.34009087253665,9.29000032234138e-08,3.85361624127927e-06
"FBgn0038436",622.850731953274,0.675403531728315,0.126498211345583,5.33923384800413,9.33401857749305e-08,3.85361624127927e-06
"FBgn0028563",1054.60837484234,-0.608974781114116,0.114271836414259,-5.32917646397539,9.86591026095684e-08,4.05324479887643e-06
"FBgn0034400",5939.51568051322,-0.5419382748454,0.101750386483525,-5.32615446068254,1.00313836061655e-07,4.10112321967186e-06
"FBgn0025678",10270.1946082252,0.547854764959118,0.10324376362837,5.30641992993536,1.11799236669409e-07,4.54849224527338e-06
"FBgn0031359",553.949111002306,-0.855150225035779,0.161255863899063,-5.30306436218069,1.13874749567342e-07,4.61055205856952e-06
"FBgn0026585",2021.90469726183,0.534150172216048,0.100906108836499,5.29353651998956,1.19973269389084e-07,4.83411524398998e-06
"FBgn0038877",983.305841428114,-0.700129860412149,0.132930515010534,-5.26688593929441,1.3875735831568e-07,5.5642364595393e-06
"FBgn0034067",141.713490328794,1.02269763704855,0.19427302627029,5.26422868209035,1.40779130886219e-07,5.59573073519788e-06
"FBgn0003317",1351.16015673786,0.538498867915151,0.102296481974184,5.2640995811669,1.40878079599899e-07,5.59573073519788e-06
"FBgn0010470",4778.29346469765,0.502656791692075,0.0957733868388599,5.24839737095026,1.53428073827713e-07,6.06547493750029e-06
"FBgn0035232",1724.8896290215,-0.535387079534537,0.102272049471149,-5.23493058272554,1.65046881685208e-07,6.4941686169189e-06
"FBgn0250904",30.2591383074778,1.88246859578451,0.361026086622033,5.21421765778192,1.84594623126919e-07,7.22938101133974e-06
"FBgn0033495",66.4276945513304,-2.02434182615829,0.388729845840415,-5.20758014291844,1.91319214528452e-07,7.45788993936258e-06
"FBgn0043841",14717.8922798151,-0.640316030998783,0.123032685789176,-5.20443837254763,1.94584183300876e-07,7.55004648261408e-06
"FBgn0004108",660.405364825906,0.841696618493027,0.161804829318111,5.20192519617717,1.97234616679437e-07,7.61761899719059e-06
"FBgn0051337",891.405449038273,-0.904864776025152,0.174035941135619,-5.19929831804128,2.00042248868054e-07,7.6906150814824e-06
"FBgn0037468",3146.69245875918,0.896519193389171,0.172766050951877,5.18920927143777,2.11188948851505e-07,8.08207570924413e-06
